Time(s),Phase,Progress,WinnerIndex,Force_F0,Force_F1,Force_F2,Force_F3,Force_F4,Fatigue_F0,Fatigue_F1,Fatigue_F2,Fatigue_F3,Fatigue_F4,P3_Accuracy
6.83,0,-1.000,-1,0.23,0.07,0.17,0.25,0.19,NaN,NaN,NaN,NaN,NaN,NaN
6.90,0,-1.000,-1,0.23,0.06,0.17,0.27,0.22,NaN,NaN,NaN,NaN,NaN,NaN
6.97,0,-1.000,-1,0.23,0.08,0.18,0.28,0.22,NaN,NaN,NaN,NaN,NaN,NaN
7.07,0,-1.000,-1,0.22,0.09,0.19,0.29,0.21,NaN,NaN,NaN,NaN,NaN,NaN
7.16,0,-1.000,-1,0.22,0.11,0.20,0.30,0.26,NaN,NaN,NaN,NaN,NaN,NaN
7.25,0,-1.000,-1,0.21,0.10,0.22,0.30,0.24,NaN,NaN,NaN,NaN,NaN,NaN
7.34,0,-1.000,-1,0.22,0.08,0.20,0.30,0.25,NaN,NaN,NaN,NaN,NaN,NaN
7.43,0,-1.000,-1,0.22,0.09,0.20,0.30,0.24,NaN,NaN,NaN,NaN,NaN,NaN
7.53,0,-1.000,-1,0.22,0.08,0.21,0.30,0.23,NaN,NaN,NaN,NaN,NaN,NaN
7.60,0,-1.000,-1,0.22,0.13,0.26,0.32,0.26,NaN,NaN,NaN,NaN,NaN,NaN
7.70,0,-1.000,-1,0.22,0.09,0.26,0.31,0.26,NaN,NaN,NaN,NaN,NaN,NaN
7.79,0,-1.000,-1,0.21,0.07,0.16,0.31,0.18,NaN,NaN,NaN,NaN,NaN,NaN
7.88,0,-1.000,-1,0.23,0.06,0.10,0.23,0.04,NaN,NaN,NaN,NaN,NaN,NaN
7.98,0,-1.000,-1,0.24,0.02,0.02,0.16,0.00,NaN,NaN,NaN,NaN,NaN,NaN
8.07,0,-1.000,-1,0.23,0.02,0.05,0.09,0.06,NaN,NaN,NaN,NaN,NaN,NaN
8.17,0,-1.000,-1,0.24,0.00,0.00,0.06,0.05,NaN,NaN,NaN,NaN,NaN,NaN
8.24,0,-1.000,-1,0.24,0.02,0.01,0.06,0.05,NaN,NaN,NaN,NaN,NaN,NaN
8.33,0,-1.000,-1,0.23,0.00,0.03,0.10,0.00,NaN,NaN,NaN,NaN,NaN,NaN
8.41,0,-1.000,-1,0.23,0.00,0.04,0.10,0.00,NaN,NaN,NaN,NaN,NaN,NaN
8.48,0,-1.000,-1,0.24,0.01,0.02,0.10,0.03,NaN,NaN,NaN,NaN,NaN,NaN
8.55,0,-1.000,-1,0.24,0.06,0.03,0.16,0.04,NaN,NaN,NaN,NaN,NaN,NaN
8.63,0,-0.999,-1,0.06,0.45,0.10,0.26,0.04,NaN,NaN,NaN,NaN,NaN,NaN
8.70,0,-0.999,-1,0.03,0.37,0.23,0.26,0.06,NaN,NaN,NaN,NaN,NaN,NaN
8.79,0,-0.999,-1,0.00,0.32,0.74,0.61,0.04,NaN,NaN,NaN,NaN,NaN,NaN
8.89,0,-0.997,-1,0.02,0.31,0.50,0.44,0.02,NaN,NaN,NaN,NaN,NaN,NaN
8.96,0,-0.997,-1,0.03,0.29,0.30,0.37,0.05,NaN,NaN,NaN,NaN,NaN,NaN
9.03,0,-0.997,-1,0.00,0.29,0.20,0.35,0.04,NaN,NaN,NaN,NaN,NaN,NaN
9.10,0,-0.997,-1,0.01,0.28,0.13,0.33,0.03,NaN,NaN,NaN,NaN,NaN,NaN
9.20,0,-0.997,-1,0.03,0.27,0.16,0.33,0.05,NaN,NaN,NaN,NaN,NaN,NaN
9.27,0,-0.997,-1,0.05,0.27,0.19,0.29,0.02,NaN,NaN,NaN,NaN,NaN,NaN
9.36,0,-0.997,-1,0.08,0.27,0.25,0.31,0.03,NaN,NaN,NaN,NaN,NaN,NaN
9.46,0,-0.997,-1,0.07,0.09,0.26,0.30,0.06,NaN,NaN,NaN,NaN,NaN,NaN
9.55,0,-0.997,-1,0.07,0.09,0.27,0.28,0.05,NaN,NaN,NaN,NaN,NaN,NaN
9.62,0,-0.997,-1,0.08,0.18,0.26,0.28,0.08,NaN,NaN,NaN,NaN,NaN,NaN
9.72,0,-0.997,-1,0.08,0.22,0.20,0.27,0.08,NaN,NaN,NaN,NaN,NaN,NaN
9.79,0,-0.997,-1,0.08,0.19,0.18,0.23,0.06,NaN,NaN,NaN,NaN,NaN,NaN
9.88,0,-0.997,-1,0.08,0.17,0.10,0.18,0.05,NaN,NaN,NaN,NaN,NaN,NaN
9.97,0,-0.997,-1,0.06,0.18,0.09,0.15,0.06,NaN,NaN,NaN,NaN,NaN,NaN
10.07,0,-0.997,-1,0.05,0.24,0.07,0.18,0.04,NaN,NaN,NaN,NaN,NaN,NaN
10.16,0,-0.996,-1,1.92,0.22,0.22,0.34,0.54,NaN,NaN,NaN,NaN,NaN,NaN
10.23,0,-0.995,-1,2.51,0.56,0.25,0.63,0.83,NaN,NaN,NaN,NaN,NaN,NaN
10.31,0,-0.994,-1,2.66,0.56,0.31,0.60,0.89,NaN,NaN,NaN,NaN,NaN,NaN
10.38,0,-0.993,-1,2.67,1.47,0.64,0.46,0.87,NaN,NaN,NaN,NaN,NaN,NaN
10.47,0,-0.991,-1,2.58,2.15,2.11,1.44,0.48,NaN,NaN,NaN,NaN,NaN,NaN
10.54,0,-0.990,-1,2.41,1.91,3.90,0.90,0.43,NaN,NaN,NaN,NaN,NaN,NaN
10.62,0,-0.989,-1,2.27,0.73,4.68,2.76,0.74,NaN,NaN,NaN,NaN,NaN,NaN
10.71,0,-0.987,-1,2.20,0.02,4.82,4.70,0.93,NaN,NaN,NaN,NaN,NaN,NaN
10.78,0,-0.986,-1,2.19,0.05,4.73,5.13,2.38,NaN,NaN,NaN,NaN,NaN,NaN
10.86,0,-0.985,-1,2.13,0.13,3.42,4.41,3.65,NaN,NaN,NaN,NaN,NaN,NaN
10.93,0,-0.984,-1,2.06,0.16,1.32,2.02,3.68,NaN,NaN,NaN,NaN,NaN,NaN
11.02,0,-0.982,-1,1.87,0.23,0.43,0.01,0.48,NaN,NaN,NaN,NaN,NaN,NaN
11.10,0,-0.981,-1,1.60,0.19,0.35,0.66,0.19,NaN,NaN,NaN,NaN,NaN,NaN
11.19,0,-0.979,-1,0.91,0.27,0.32,0.50,0.23,NaN,NaN,NaN,NaN,NaN,NaN
11.27,0,-0.978,-1,0.64,0.28,0.26,0.30,0.13,NaN,NaN,NaN,NaN,NaN,NaN
11.36,0,-0.977,-1,0.23,0.28,0.24,0.24,0.12,NaN,NaN,NaN,NaN,NaN,NaN
11.43,0,-0.977,-1,0.01,0.26,0.19,0.19,0.12,NaN,NaN,NaN,NaN,NaN,NaN
11.53,0,-0.977,-1,0.22,0.24,0.19,0.21,0.13,NaN,NaN,NaN,NaN,NaN,NaN
11.60,0,-0.977,-1,0.24,0.20,0.11,0.15,0.10,NaN,NaN,NaN,NaN,NaN,NaN
11.68,0,-0.977,-1,0.24,0.20,0.10,0.11,0.05,NaN,NaN,NaN,NaN,NaN,NaN
11.75,0,-0.977,-1,1.69,0.19,0.08,0.07,0.01,NaN,NaN,NaN,NaN,NaN,NaN
11.83,0,-0.976,-1,2.26,0.04,0.06,0.03,0.57,NaN,NaN,NaN,NaN,NaN,NaN
11.90,0,-0.975,-1,2.62,0.31,0.04,0.06,0.58,NaN,NaN,NaN,NaN,NaN,NaN
11.99,0,-0.973,-1,2.77,0.21,0.04,0.08,0.49,NaN,NaN,NaN,NaN,NaN,NaN
12.07,0,-0.972,-1,2.75,0.05,0.05,0.10,0.46,NaN,NaN,NaN,NaN,NaN,NaN
12.14,0,-0.971,-1,2.76,0.10,0.12,0.08,0.56,NaN,NaN,NaN,NaN,NaN,NaN
12.23,0,-0.969,-1,2.82,0.10,0.18,0.08,0.56,NaN,NaN,NaN,NaN,NaN,NaN
12.31,0,-0.968,-1,2.92,0.08,0.15,0.09,0.60,NaN,NaN,NaN,NaN,NaN,NaN
12.38,0,-0.967,-1,2.97,0.07,0.13,0.12,0.72,NaN,NaN,NaN,NaN,NaN,NaN
12.45,0,-0.966,-1,3.05,0.12,0.16,0.14,0.72,NaN,NaN,NaN,NaN,NaN,NaN
12.54,0,-0.964,-1,3.05,0.14,0.20,0.15,0.68,NaN,NaN,NaN,NaN,NaN,NaN
12.62,0,-0.963,-1,3.02,0.18,0.23,0.06,0.58,NaN,NaN,NaN,NaN,NaN,NaN
12.69,0,-0.962,-1,2.95,0.19,0.23,0.04,0.30,NaN,NaN,NaN,NaN,NaN,NaN
12.77,0,-0.960,-1,2.12,0.20,0.21,0.11,0.13,NaN,NaN,NaN,NaN,NaN,NaN
12.86,0,-0.959,-1,0.37,0.28,0.19,0.21,0.08,NaN,NaN,NaN,NaN,NaN,NaN
12.93,0,-0.958,-1,0.29,0.20,0.13,0.12,0.02,NaN,NaN,NaN,NaN,NaN,NaN
13.01,0,-0.958,-1,0.29,0.09,0.13,0.08,0.08,NaN,NaN,NaN,NaN,NaN,NaN
13.08,0,-0.958,-1,0.30,0.07,0.13,0.06,0.05,NaN,NaN,NaN,NaN,NaN,NaN
13.15,0,-0.958,-1,0.29,0.07,0.09,0.05,0.06,NaN,NaN,NaN,NaN,NaN,NaN
13.22,0,-0.958,-1,0.30,0.09,0.06,0.03,0.07,NaN,NaN,NaN,NaN,NaN,NaN
13.30,0,-0.958,-1,0.29,0.71,0.04,0.03,0.06,NaN,NaN,NaN,NaN,NaN,NaN
13.37,0,-0.957,-1,0.28,2.29,0.02,0.04,0.06,NaN,NaN,NaN,NaN,NaN,NaN
13.45,0,-0.956,-1,0.26,3.67,0.09,0.02,0.06,NaN,NaN,NaN,NaN,NaN,NaN
13.52,0,-0.955,-1,0.17,4.30,0.11,0.00,0.07,NaN,NaN,NaN,NaN,NaN,NaN
13.60,0,-0.953,-1,0.03,5.10,0.14,0.01,0.06,NaN,NaN,NaN,NaN,NaN,NaN
13.67,0,-0.952,-1,0.02,5.62,0.18,0.02,0.03,NaN,NaN,NaN,NaN,NaN,NaN
13.75,0,-0.951,-1,0.04,5.95,0.17,0.03,0.03,NaN,NaN,NaN,NaN,NaN,NaN
13.84,0,-0.949,-1,0.05,6.00,0.16,0.06,0.06,NaN,NaN,NaN,NaN,NaN,NaN
13.91,0,-0.948,-1,0.06,5.78,0.15,0.06,0.05,NaN,NaN,NaN,NaN,NaN,NaN
13.99,0,-0.947,-1,0.07,3.40,0.10,0.03,0.06,NaN,NaN,NaN,NaN,NaN,NaN
14.08,0,-0.946,-1,0.16,0.58,0.21,0.10,0.04,NaN,NaN,NaN,NaN,NaN,NaN
14.15,0,-0.945,-1,0.13,0.40,0.24,0.06,0.03,NaN,NaN,NaN,NaN,NaN,NaN
14.23,0,-0.945,-1,0.14,0.28,0.21,0.03,0.03,NaN,NaN,NaN,NaN,NaN,NaN
14.32,0,-0.945,-1,0.13,0.24,0.19,0.03,0.06,NaN,NaN,NaN,NaN,NaN,NaN
14.40,0,-0.945,-1,0.13,0.25,0.38,0.12,0.01,NaN,NaN,NaN,NaN,NaN,NaN
14.49,0,-0.944,-1,0.11,0.27,3.56,0.81,0.07,NaN,NaN,NaN,NaN,NaN,NaN
14.57,0,-0.943,-1,0.14,0.21,5.98,0.65,0.09,NaN,NaN,NaN,NaN,NaN,NaN
14.64,0,-0.941,-1,0.14,0.24,5.76,0.32,0.07,NaN,NaN,NaN,NaN,NaN,NaN
14.72,0,-0.940,-1,0.14,0.26,5.60,0.23,0.07,NaN,NaN,NaN,NaN,NaN,NaN
14.79,0,-0.939,-1,0.14,0.26,5.37,0.22,0.08,NaN,NaN,NaN,NaN,NaN,NaN
14.86,0,-0.938,-1,0.15,0.25,5.20,0.15,0.05,NaN,NaN,NaN,NaN,NaN,NaN
14.94,0,-0.936,-1,0.15,0.24,5.20,0.19,0.05,NaN,NaN,NaN,NaN,NaN,NaN
15.02,0,-0.935,-1,0.14,0.25,5.19,0.20,0.06,NaN,NaN,NaN,NaN,NaN,NaN
15.11,0,-0.933,-1,0.14,0.25,2.89,0.35,0.04,NaN,NaN,NaN,NaN,NaN,NaN
15.20,0,-0.932,-1,0.15,0.25,0.83,0.48,0.09,NaN,NaN,NaN,NaN,NaN,NaN
15.28,0,-0.931,-1,0.15,0.24,0.40,0.29,0.22,NaN,NaN,NaN,NaN,NaN,NaN
15.35,0,-0.931,-1,0.15,0.24,0.28,0.23,0.15,NaN,NaN,NaN,NaN,NaN,NaN
15.42,0,-0.931,-1,0.15,0.24,0.24,0.04,0.13,NaN,NaN,NaN,NaN,NaN,NaN
15.50,0,-0.931,-1,0.14,0.24,0.21,0.04,0.15,NaN,NaN,NaN,NaN,NaN,NaN
15.57,0,-0.931,-1,0.14,0.24,0.20,0.03,0.18,NaN,NaN,NaN,NaN,NaN,NaN
15.64,0,-0.931,-1,0.15,0.25,0.20,0.47,0.15,NaN,NaN,NaN,NaN,NaN,NaN
15.72,0,-0.931,-1,0.14,0.24,0.38,3.65,0.15,NaN,NaN,NaN,NaN,NaN,NaN
15.81,0,-0.929,-1,0.15,0.23,0.25,5.80,0.14,NaN,NaN,NaN,NaN,NaN,NaN
15.90,0,-0.928,-1,0.15,0.23,0.23,5.13,0.12,NaN,NaN,NaN,NaN,NaN,NaN
15.97,0,-0.926,-1,0.13,0.24,0.20,3.71,0.14,NaN,NaN,NaN,NaN,NaN,NaN
16.05,0,-0.925,-1,0.15,0.24,0.19,3.38,0.13,NaN,NaN,NaN,NaN,NaN,NaN
16.12,0,-0.924,-1,0.15,0.23,0.19,3.21,0.11,NaN,NaN,NaN,NaN,NaN,NaN
16.19,0,-0.923,-1,0.14,0.24,0.19,3.43,0.14,NaN,NaN,NaN,NaN,NaN,NaN
16.26,0,-0.921,-1,0.15,0.23,0.19,3.30,0.14,NaN,NaN,NaN,NaN,NaN,NaN
16.34,0,-0.920,-1,0.13,0.22,0.19,1.20,0.13,NaN,NaN,NaN,NaN,NaN,NaN
16.41,0,-0.920,-1,0.14,0.23,0.20,0.85,0.16,NaN,NaN,NaN,NaN,NaN,NaN
16.48,0,-0.918,-1,0.14,0.26,0.20,0.51,0.14,NaN,NaN,NaN,NaN,NaN,NaN
16.56,0,-0.918,-1,0.14,0.23,0.19,0.35,0.15,NaN,NaN,NaN,NaN,NaN,NaN
16.65,0,-0.918,-1,0.14,0.24,0.19,0.27,0.27,NaN,NaN,NaN,NaN,NaN,NaN
16.73,0,-0.918,-1,0.14,0.24,0.19,0.23,0.30,NaN,NaN,NaN,NaN,NaN,NaN
16.80,0,-0.917,-1,0.14,0.25,0.20,0.20,2.14,NaN,NaN,NaN,NaN,NaN,NaN
16.90,0,-0.915,-1,0.12,0.24,0.18,0.16,4.35,NaN,NaN,NaN,NaN,NaN,NaN
16.97,0,-0.914,-1,0.13,0.23,0.19,0.16,4.22,NaN,NaN,NaN,NaN,NaN,NaN
17.04,0,-0.913,-1,0.13,0.23,0.19,0.14,3.78,NaN,NaN,NaN,NaN,NaN,NaN
17.12,0,-0.912,-1,0.14,0.23,0.19,0.14,3.22,NaN,NaN,NaN,NaN,NaN,NaN
17.19,0,-0.911,-1,0.14,0.24,0.19,0.13,2.60,NaN,NaN,NaN,NaN,NaN,NaN
17.26,0,-0.909,-1,0.14,0.23,0.19,0.13,2.35,NaN,NaN,NaN,NaN,NaN,NaN
17.34,0,-0.908,-1,0.13,0.23,0.19,0.13,1.77,NaN,NaN,NaN,NaN,NaN,NaN
17.41,0,-0.907,-1,0.13,0.24,0.19,0.13,1.58,NaN,NaN,NaN,NaN,NaN,NaN
17.50,0,-0.905,-1,0.13,0.23,0.19,0.13,1.51,NaN,NaN,NaN,NaN,NaN,NaN
17.57,0,-0.905,-1,0.12,0.24,0.19,0.14,0.22,NaN,NaN,NaN,NaN,NaN,NaN
17.65,0,-0.904,-1,0.04,0.25,0.20,0.14,0.45,NaN,NaN,NaN,NaN,NaN,NaN
17.74,0,-0.904,-1,0.12,0.24,0.21,0.13,0.13,NaN,NaN,NaN,NaN,NaN,NaN
17.81,0,-0.904,-1,1.73,0.24,0.19,0.14,0.06,NaN,NaN,NaN,NaN,NaN,NaN
17.91,0,-0.902,-1,2.36,0.25,0.22,0.15,0.82,NaN,NaN,NaN,NaN,NaN,NaN
18.01,0,-0.901,-1,2.53,0.26,0.21,0.15,0.47,NaN,NaN,NaN,NaN,NaN,NaN
18.08,0,-0.899,-1,2.60,0.26,0.20,0.14,0.11,NaN,NaN,NaN,NaN,NaN,NaN
18.17,0,-0.898,-1,2.60,0.25,0.21,0.15,0.19,NaN,NaN,NaN,NaN,NaN,NaN
18.25,0,-0.897,-1,2.62,0.24,0.20,0.14,0.09,NaN,NaN,NaN,NaN,NaN,NaN
18.32,0,-0.895,-1,2.76,0.24,0.19,0.14,0.00,NaN,NaN,NaN,NaN,NaN,NaN
18.39,0,-0.894,-1,2.85,0.26,0.19,0.15,0.00,NaN,NaN,NaN,NaN,NaN,NaN
18.47,0,-0.893,-1,2.66,0.25,0.19,0.14,0.10,NaN,NaN,NaN,NaN,NaN,NaN
18.54,0,-0.892,-1,2.10,0.26,0.20,0.15,0.16,NaN,NaN,NaN,NaN,NaN,NaN
18.61,0,-0.890,-1,0.26,0.25,0.08,0.19,0.14,NaN,NaN,NaN,NaN,NaN,NaN
18.69,0,-0.890,-1,0.11,0.26,0.15,0.07,0.09,NaN,NaN,NaN,NaN,NaN,NaN
18.76,0,-0.890,-1,0.11,0.14,0.14,0.06,0.03,NaN,NaN,NaN,NaN,NaN,NaN
18.86,0,-0.890,-1,0.09,0.24,0.03,0.09,0.03,NaN,NaN,NaN,NaN,NaN,NaN
18.93,0,-0.890,-1,0.10,0.28,0.08,0.05,0.04,NaN,NaN,NaN,NaN,NaN,NaN
19.00,0,-0.890,-1,0.14,0.21,0.10,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
19.08,0,-0.890,-1,0.17,0.19,0.08,0.00,0.11,NaN,NaN,NaN,NaN,NaN,NaN
19.15,0,-0.890,-1,0.19,0.13,0.07,0.03,0.23,NaN,NaN,NaN,NaN,NaN,NaN
19.22,0,-0.890,-1,0.09,0.27,0.07,0.09,0.17,NaN,NaN,NaN,NaN,NaN,NaN
19.29,0,-0.890,-1,0.09,0.28,0.16,0.06,0.19,NaN,NaN,NaN,NaN,NaN,NaN
19.37,0,-0.890,-1,0.05,0.27,0.04,0.05,0.18,NaN,NaN,NaN,NaN,NaN,NaN
19.44,0,-0.890,-1,0.20,0.31,0.18,0.02,0.15,NaN,NaN,NaN,NaN,NaN,NaN
