Time(s),Phase,Progress,WinnerIndex,Force_F0,Force_F1,Force_F2,Force_F3,Force_F4,Fatigue_F0,Fatigue_F1,Fatigue_F2,Fatigue_F3,Fatigue_F4,P3_Accuracy
7.93,0,-0.936,-1,0.59,0.09,7.19,1.26,0.16,NaN,NaN,NaN,NaN,NaN,NaN
8.01,0,-0.935,-1,0.59,0.04,9.19,0.62,0.02,NaN,NaN,NaN,NaN,NaN,NaN
8.08,0,-0.934,-1,0.58,0.02,6.21,0.70,0.04,NaN,NaN,NaN,NaN,NaN,NaN
8.17,0,-0.932,-1,0.58,0.06,7.42,0.82,0.04,NaN,NaN,NaN,NaN,NaN,NaN
8.26,0,-0.931,-1,0.57,0.04,9.22,0.94,0.01,NaN,NaN,NaN,NaN,NaN,NaN
8.33,0,-0.930,-1,0.58,0.04,8.91,1.20,0.00,NaN,NaN,NaN,NaN,NaN,NaN
8.44,0,-0.928,-1,0.57,0.14,10.46,5.27,0.03,NaN,NaN,NaN,NaN,NaN,NaN
8.53,0,-0.926,-1,0.58,0.52,10.46,7.45,0.02,NaN,NaN,NaN,NaN,NaN,NaN
8.63,0,-0.925,-1,0.58,0.55,10.46,9.35,0.01,NaN,NaN,NaN,NaN,NaN,NaN
8.72,0,-0.923,-1,0.58,0.44,10.46,9.35,0.00,NaN,NaN,NaN,NaN,NaN,NaN
8.81,0,-0.922,-1,0.58,0.28,10.46,9.35,0.00,NaN,NaN,NaN,NaN,NaN,NaN
8.89,0,-0.920,-1,0.57,0.61,10.46,9.35,0.00,NaN,NaN,NaN,NaN,NaN,NaN
9.01,0,-0.918,-1,0.58,0.70,10.46,9.35,0.02,NaN,NaN,NaN,NaN,NaN,NaN
9.08,0,-0.917,-1,0.58,0.52,10.46,9.35,0.00,NaN,NaN,NaN,NaN,NaN,NaN
9.16,0,-0.916,-1,0.58,0.55,10.46,9.35,0.01,NaN,NaN,NaN,NaN,NaN,NaN
9.23,0,-0.915,-1,0.58,0.58,10.46,9.35,0.02,NaN,NaN,NaN,NaN,NaN,NaN
9.33,0,-0.913,-1,0.57,0.36,10.46,9.35,0.02,NaN,NaN,NaN,NaN,NaN,NaN
9.42,0,-0.912,-1,0.56,0.19,1.76,0.02,0.01,NaN,NaN,NaN,NaN,NaN,NaN
9.51,0,-0.910,-1,0.57,0.06,0.46,0.45,0.02,NaN,NaN,NaN,NaN,NaN,NaN
9.59,0,-0.909,-1,0.59,0.03,0.14,0.19,0.02,NaN,NaN,NaN,NaN,NaN,NaN
9.70,0,-0.907,-1,0.58,0.03,0.05,0.04,0.01,NaN,NaN,NaN,NaN,NaN,NaN
9.79,0,-0.905,-1,0.60,0.02,0.14,0.10,0.03,NaN,NaN,NaN,NaN,NaN,NaN
9.87,0,-0.904,-1,0.66,0.01,0.08,0.06,0.04,NaN,NaN,NaN,NaN,NaN,NaN
9.95,0,-0.903,-1,0.62,0.01,0.19,0.06,0.01,NaN,NaN,NaN,NaN,NaN,NaN
10.04,0,-0.901,-1,0.63,0.02,0.14,0.04,0.00,NaN,NaN,NaN,NaN,NaN,NaN
10.12,0,-0.900,-1,0.11,0.12,0.04,0.01,0.02,NaN,NaN,NaN,NaN,NaN,NaN
10.19,0,-0.899,-1,2.20,0.16,0.13,0.01,0.00,NaN,NaN,NaN,NaN,NaN,NaN
10.27,0,-0.898,-1,2.27,0.06,0.04,0.02,0.00,NaN,NaN,NaN,NaN,NaN,NaN
10.36,0,-0.897,-1,2.17,0.00,0.09,0.04,0.01,NaN,NaN,NaN,NaN,NaN,NaN
10.44,0,-0.895,-1,2.12,0.04,0.04,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
10.54,0,-0.893,-1,2.08,0.03,0.02,0.07,0.01,NaN,NaN,NaN,NaN,NaN,NaN
10.62,0,-0.892,-1,2.12,0.00,0.07,0.08,0.03,NaN,NaN,NaN,NaN,NaN,NaN
10.70,0,-0.891,-1,2.10,0.04,0.06,0.08,0.05,NaN,NaN,NaN,NaN,NaN,NaN
10.78,0,-0.889,-1,2.05,0.06,0.02,0.13,0.05,NaN,NaN,NaN,NaN,NaN,NaN
10.86,0,-0.888,-1,2.01,0.05,0.02,0.05,0.04,NaN,NaN,NaN,NaN,NaN,NaN
10.94,0,-0.887,-1,1.97,0.05,0.02,0.06,0.04,NaN,NaN,NaN,NaN,NaN,NaN
11.01,0,-0.886,-1,1.78,0.02,0.00,0.06,0.02,NaN,NaN,NaN,NaN,NaN,NaN
11.09,0,-0.884,-1,0.95,0.05,0.01,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN
11.16,0,-0.883,-1,0.05,0.02,0.02,0.01,0.01,NaN,NaN,NaN,NaN,NaN,NaN
11.26,0,-0.883,-1,0.55,0.12,0.37,0.11,0.02,NaN,NaN,NaN,NaN,NaN,NaN
11.36,0,-0.883,-1,0.35,0.05,0.03,0.10,0.07,NaN,NaN,NaN,NaN,NaN,NaN
11.45,0,-0.883,-1,0.37,0.08,0.04,0.00,0.04,NaN,NaN,NaN,NaN,NaN,NaN
11.55,0,-0.883,-1,0.22,0.07,0.04,0.01,0.01,NaN,NaN,NaN,NaN,NaN,NaN
11.65,0,-0.883,-1,0.06,0.05,0.03,0.02,0.03,NaN,NaN,NaN,NaN,NaN,NaN
11.74,0,-0.883,-1,0.04,0.04,0.02,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
11.82,0,-0.883,-1,0.31,0.03,0.02,0.04,0.03,NaN,NaN,NaN,NaN,NaN,NaN
11.92,0,-0.883,-1,0.53,0.04,0.01,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.03,0,-0.881,-1,2.04,0.03,0.03,0.01,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.10,0,-0.880,-1,2.11,0.03,0.02,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.19,0,-0.878,-1,2.08,0.03,0.03,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.26,0,-0.877,-1,2.04,0.02,0.04,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.34,0,-0.876,-1,1.96,0.02,0.03,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.43,0,-0.874,-1,1.81,0.03,0.01,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.51,0,-0.873,-1,1.68,0.02,0.02,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.59,0,-0.872,-1,1.70,0.02,0.02,0.02,0.01,NaN,NaN,NaN,NaN,NaN,NaN
12.66,0,-0.870,-1,2.88,0.01,0.01,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.74,0,-0.869,-1,5.08,0.00,0.06,0.04,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.83,0,-0.868,-1,6.36,0.02,0.48,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.91,0,-0.866,-1,6.59,0.02,0.61,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
12.99,0,-0.865,-1,6.82,0.02,0.69,0.03,0.01,NaN,NaN,NaN,NaN,NaN,NaN
13.07,0,-0.864,-1,7.12,0.01,0.80,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
13.15,0,-0.862,-1,7.34,0.02,0.89,0.02,0.01,NaN,NaN,NaN,NaN,NaN,NaN
13.23,0,-0.861,-1,7.52,0.02,0.99,0.03,0.01,NaN,NaN,NaN,NaN,NaN,NaN
13.34,0,-0.859,-1,7.57,0.02,1.08,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
13.42,0,-0.858,-1,7.63,0.02,1.10,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
13.50,0,-0.856,-1,7.70,0.02,1.11,0.02,0.01,NaN,NaN,NaN,NaN,NaN,NaN
13.58,0,-0.855,-1,7.69,0.02,1.14,0.03,0.01,NaN,NaN,NaN,NaN,NaN,NaN
13.66,0,-0.854,-1,7.77,0.02,1.14,0.03,0.01,NaN,NaN,NaN,NaN,NaN,NaN
13.74,0,-0.852,-1,7.72,0.02,1.17,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
13.83,0,-0.851,-1,7.67,0.02,1.19,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
13.91,0,-0.850,-1,7.00,0.01,0.65,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
13.99,0,-0.848,-1,6.06,0.01,1.01,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
14.07,0,-0.847,-1,5.46,0.01,0.38,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
14.16,0,-0.845,-1,5.40,0.02,0.30,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
14.24,0,-0.844,-1,5.46,0.02,0.24,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
14.32,0,-0.843,-1,5.56,0.00,0.23,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
14.40,0,-0.841,-1,5.61,0.02,0.06,0.03,0.01,NaN,NaN,NaN,NaN,NaN,NaN
14.48,0,-0.840,-1,5.61,0.01,0.06,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
14.56,0,-0.839,-1,5.47,0.02,0.07,0.03,0.01,NaN,NaN,NaN,NaN,NaN,NaN
14.64,0,-0.837,-1,5.32,0.02,0.06,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
14.72,0,-0.836,-1,5.36,0.01,0.25,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
14.80,0,-0.835,-1,5.39,0.01,0.13,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
14.88,0,-0.833,-1,5.40,0.02,0.05,0.03,0.01,NaN,NaN,NaN,NaN,NaN,NaN
14.96,0,-0.832,-1,5.42,0.01,0.06,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.04,0,-0.831,-1,5.42,0.02,0.00,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.15,0,-0.829,-1,5.50,0.01,0.01,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.26,0,-0.827,-1,5.65,0.01,0.01,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.35,0,-0.826,-1,5.87,0.01,0.07,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.43,0,-0.824,-1,5.69,0.02,0.06,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.50,0,-0.823,-1,5.61,0.01,0.06,0.03,0.01,NaN,NaN,NaN,NaN,NaN,NaN
15.59,0,-0.822,-1,5.45,0.01,0.05,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.67,0,-0.820,-1,4.60,0.02,0.25,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.75,0,-0.819,-1,2.31,0.02,0.04,0.02,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.85,0,-0.818,-1,0.07,0.02,0.04,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
15.93,0,-0.818,-1,0.05,0.01,0.04,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
16.02,0,-0.818,-1,0.05,0.01,0.04,0.04,0.03,NaN,NaN,NaN,NaN,NaN,NaN
16.12,0,-0.818,-1,0.05,0.01,0.04,0.03,0.02,NaN,NaN,NaN,NaN,NaN,NaN
16.22,0,-0.818,-1,0.16,0.04,0.06,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN
16.31,0,-0.818,-1,0.50,0.00,0.03,0.07,0.04,NaN,NaN,NaN,NaN,NaN,NaN
16.42,0,-0.816,-1,0.03,0.03,0.25,0.01,0.07,NaN,NaN,NaN,NaN,NaN,NaN
16.50,0,-0.816,-1,0.19,0.08,0.11,0.00,0.01,NaN,NaN,NaN,NaN,NaN,NaN
16.60,0,-0.816,-1,0.25,0.08,0.29,0.01,0.01,NaN,NaN,NaN,NaN,NaN,NaN
16.71,0,-0.815,-1,2.43,1.22,1.47,1.66,0.54,NaN,NaN,NaN,NaN,NaN,NaN
16.79,0,-0.814,-1,3.86,3.96,3.32,3.20,0.84,NaN,NaN,NaN,NaN,NaN,NaN
16.87,0,-0.812,-1,5.12,7.48,6.32,5.67,2.80,NaN,NaN,NaN,NaN,NaN,NaN
16.95,0,-0.811,-1,6.89,10.47,10.46,7.67,3.74,NaN,NaN,NaN,NaN,NaN,NaN
17.03,0,-0.810,-1,9.10,10.47,10.46,9.35,4.30,NaN,NaN,NaN,NaN,NaN,NaN
17.14,0,-0.808,-1,9.13,10.47,10.46,9.35,4.39,NaN,NaN,NaN,NaN,NaN,NaN
17.22,0,-0.806,-1,9.13,10.47,10.46,9.35,3.90,NaN,NaN,NaN,NaN,NaN,NaN
17.29,0,-0.805,-1,9.13,10.47,10.46,9.35,3.82,NaN,NaN,NaN,NaN,NaN,NaN
17.38,0,-0.804,-1,9.13,10.47,10.46,9.35,3.81,NaN,NaN,NaN,NaN,NaN,NaN
17.45,0,-0.802,-1,9.13,10.47,10.46,9.35,3.78,NaN,NaN,NaN,NaN,NaN,NaN
17.53,0,-0.801,-1,9.13,10.47,10.46,9.35,3.53,NaN,NaN,NaN,NaN,NaN,NaN
17.61,0,-0.800,-1,9.13,10.47,10.46,9.35,3.31,NaN,NaN,NaN,NaN,NaN,NaN
17.70,0,-0.798,-1,9.13,10.47,10.46,9.35,3.26,NaN,NaN,NaN,NaN,NaN,NaN
17.78,0,-0.797,-1,9.13,10.47,10.46,9.35,3.19,NaN,NaN,NaN,NaN,NaN,NaN
17.86,0,-0.796,-1,9.13,10.47,10.46,9.35,3.25,NaN,NaN,NaN,NaN,NaN,NaN
17.94,0,-0.794,-1,9.13,10.47,10.46,9.35,3.17,NaN,NaN,NaN,NaN,NaN,NaN
18.03,0,-0.793,-1,9.13,10.47,10.46,9.35,3.09,NaN,NaN,NaN,NaN,NaN,NaN
18.12,0,-0.791,-1,9.13,10.47,10.46,9.35,3.07,NaN,NaN,NaN,NaN,NaN,NaN
18.21,0,-0.790,-1,9.13,10.47,10.46,9.35,2.73,NaN,NaN,NaN,NaN,NaN,NaN
18.28,0,-0.789,-1,9.13,10.47,10.46,9.35,2.53,NaN,NaN,NaN,NaN,NaN,NaN
18.36,0,-0.787,-1,9.13,10.47,10.46,9.35,2.36,NaN,NaN,NaN,NaN,NaN,NaN
18.43,0,-0.786,-1,9.13,10.47,10.46,9.35,2.28,NaN,NaN,NaN,NaN,NaN,NaN
18.51,0,-0.785,-1,9.13,10.47,10.46,9.35,1.95,NaN,NaN,NaN,NaN,NaN,NaN
18.61,0,-0.783,-1,9.13,10.47,10.46,9.35,0.94,NaN,NaN,NaN,NaN,NaN,NaN
18.69,0,-0.782,-1,9.13,10.47,10.46,9.35,0.94,NaN,NaN,NaN,NaN,NaN,NaN
18.77,0,-0.781,-1,9.13,10.47,10.46,9.35,0.97,NaN,NaN,NaN,NaN,NaN,NaN
18.85,0,-0.779,-1,9.13,10.47,10.46,9.35,0.93,NaN,NaN,NaN,NaN,NaN,NaN
18.92,0,-0.778,-1,9.13,10.47,10.46,9.35,0.94,NaN,NaN,NaN,NaN,NaN,NaN
19.01,0,-0.777,-1,9.13,10.47,10.46,9.35,0.93,NaN,NaN,NaN,NaN,NaN,NaN
19.10,0,-0.775,-1,8.63,10.47,10.46,9.35,0.93,NaN,NaN,NaN,NaN,NaN,NaN
19.18,0,-0.774,-1,7.77,10.47,10.46,9.35,0.94,NaN,NaN,NaN,NaN,NaN,NaN
19.25,0,-0.772,-1,6.94,10.47,10.46,9.35,0.82,NaN,NaN,NaN,NaN,NaN,NaN
19.33,0,-0.771,-1,6.37,10.47,10.46,9.35,0.71,NaN,NaN,NaN,NaN,NaN,NaN
19.41,0,-0.770,-1,6.41,10.47,10.46,9.35,0.90,NaN,NaN,NaN,NaN,NaN,NaN
19.49,0,-0.769,-1,6.21,10.47,10.46,9.35,0.06,NaN,NaN,NaN,NaN,NaN,NaN
19.57,0,-0.767,-1,5.63,10.47,10.46,9.35,0.24,NaN,NaN,NaN,NaN,NaN,NaN
19.64,0,-0.766,-1,5.10,10.47,10.46,8.67,0.21,NaN,NaN,NaN,NaN,NaN,NaN
19.75,0,-0.764,-1,5.28,10.47,10.46,7.77,1.44,NaN,NaN,NaN,NaN,NaN,NaN
19.82,0,-0.763,-1,5.50,10.47,10.46,9.35,6.64,NaN,NaN,NaN,NaN,NaN,NaN
19.91,0,-0.762,-1,6.50,10.47,10.46,9.35,8.39,NaN,NaN,NaN,NaN,NaN,NaN
19.99,0,-0.760,-1,6.72,10.47,10.46,9.35,8.39,NaN,NaN,NaN,NaN,NaN,NaN
20.07,0,-0.759,-1,6.60,10.47,10.46,9.35,8.39,NaN,NaN,NaN,NaN,NaN,NaN
20.15,0,-0.757,-1,7.11,10.47,10.46,9.35,8.39,NaN,NaN,NaN,NaN,NaN,NaN
20.23,0,-0.756,-1,8.37,10.47,10.46,9.35,8.39,NaN,NaN,NaN,NaN,NaN,NaN
20.30,0,-0.755,-1,7.85,10.47,10.46,9.35,7.12,NaN,NaN,NaN,NaN,NaN,NaN
20.37,0,-0.754,-1,4.60,10.47,9.90,6.58,1.53,NaN,NaN,NaN,NaN,NaN,NaN
20.48,0,-0.752,-1,2.85,7.82,5.00,3.18,0.98,NaN,NaN,NaN,NaN,NaN,NaN
20.55,0,-0.751,-1,2.54,5.73,1.96,1.44,0.30,NaN,NaN,NaN,NaN,NaN,NaN
20.64,0,-0.749,-1,2.19,2.79,0.12,0.35,0.26,NaN,NaN,NaN,NaN,NaN,NaN
